Speaker,Sentences
[OTH],'Scuse me. I wanna go with you.
[OTH],Huh?!
[OTH],"Please, I don't wanna go back with them."
[OTH],"But Stan, your mother and father are out there!"
[OTH],I know! They've come to punish me. All they wanna do is make me pay for comin' to Nebraska in the first place.
[OTH],"All right, kid, you can come. Now, let's go."
[OTH],"Stan, I wanna talk to you about family."
[OTH],What?!
[OTH],What?!
[OTH],"You see, I had a family once. At least, I called them my family. Really, they were nothin' but a gang of people I thought were my friends. Ah after we killed a bunch of people together, I realized that my real family was who took care of me, and who took the time to care about what I did."
[OTH],"But they don't care about me, they just want to punish me."
[OTH],"If they don't care about you, would they have driven nine hours to Nebraska?"
[OTH],"I guess you're right, Uncle Charlie. Thanks."
[OTH],Now can we go??
[OTH],"No, Howard. You go ahead. I've got something to say."
[OTH],"Oh, weak!"
[OTH],"Folks, I apologize for this whole mess. I'm going to surrender. Somebody show the police a white flag."
[OTH],"90-Marshmallow, 91-Marshmallow This is making me hungry for marshmallows 92-Marshmallow"
[OTH],"Look out, he's got a white flag!"
[OTH],"Oh my God, they killed the little orange-coat kid!"
[OTH],You bastards!
[OTH],They're surrendering!
[OTH],"Okay, grab a hold of him. You're under arrest, buddy."
[OTH],"All right you, spread 'em!"
[OTH],"You're going back to prison to rot, Manson!"
[OTH],Good! I deserve to!
[OTH],What??
[OTH],"I can never make it up to the families that I destroyed, but at least I'll make an example for anyone else thinking that crime is an answer."
[OTH],Stop that.
[OTH],"You see, I get it now! I finally understand what the holidays are all about. Boys, don't you see? You can't let things get you down during the holidays, because being happy is what the holidays are all about!"
[OTH],Charlie's right! I'm not gonna let some fake Mr. Hankey spoil my holidays.
[OTH],"I've been such a bastard all these years, and I finally understand. And it it it feels great! If I feel like- I feel like I'm in my own Christmas special. You see...
Holidays are that special time
When we laugh and sing and feel warm and cozy
Forget about being angry for a day Remember how it felt to be a child
Opening presents on Christmas mornin' 
That's the way that we should all feel now
So I say Happy happy happy happy holy happy happy happy
Holidays"
[OTH],Happy happy happy happy holy happy happy happyHolidays
[OTH],"Happy Kwanzaa, too
From me to you
Happy Holidays, you guys."
[OTH],"Happy Holidays, Bob."
[OTH],"Happy Holidays, Chief."
[OTH],"Come on, Manson. You belong in jail."
[OTH],You're darn right I do.
[OTH],"Well, I guess I'll be going, Mom and Dad. I hope you can forgive me."
[OTH],"Oh, of course we forgive you, son. It was nice of you to pop in for the holidays."
[OTH],"Yes. Now, watch that ass in prison, son."
[OTH],"I always do. See ya, Eric. Thanks for all your help."
Cartman,"See ya, Uncle Howard. Thanks for being such a great role model for me. Piece of crap."
[OTH],"I hope you can forgive me, too, Mom."
[OTH],"Oh, Stanley. Let's just forget the whole thing and have a nice holiday back home."
[OTH],Really?
[OTH],Sure. We'll punish you after the holidays.
[OTH],"Hooray! Uh, I mean, wait. What?"
[OTH],"And so, Manson is hauled off to jail to rot in his cell. Everything is back to normal, and I guess the only thing left to say is, God bless us, everyone."
[OTH],"""And I guess that's what I've learned. I'm sorry for what I did, but that doesn't make up for it. I deserve to be in jail. All I hope is that I don't make mankind lose faith in itself. Yes, there's murderers in the world. There's rapists and thieves. But those are the vast minority. The majority of mankind is made up of caring people, who try every day to do what they think is right. And that's the spirit of the season."" What do you think, guys?"
[OTH],"It sucks, just like all your other books."
[OTH],"Well, Guh Good night, you guys. Happy Holidays."
[OTH],Shut up!
[OTH],What was that? What the?!
Cartman,"Merry Christmas, Charlie Manson! ""Hark,"" the herald angels sin,
""Glory to the newborn King
Peace on earth, and mercy mild
God and sinners reconciled"" Joyful all ye nations rise
Join the triumph of the skies
""Hark,"" the herald angels sing"
[OTH],"Dude, this is pretty fucked up right here."
[OTH],"Settle down, children. I have some difficult news. This is going to make you all very sad. The school board is considering firing me as your teacher. There's a possibility that I will be let go and never allowed to teach you again. Yes, Stanley?"
[OTH],That's okay with us.
[OTH],Yeah.
[OTH],"Yeah, we don't care."
Cartman,"Yeah, that's fine."
[OTH],"No it isn't, it makes you very sad! Now, apparently, the school board thinks that I don't teach you anything about current events, so tomorrow they're going to have you do presentations for the whole board."
[OTH],Aawwww!
[OTH],"""Current Events in South Park"". Now, I want you all to read a newspaper, or better yet, watch television, and come up with something current in South Park to do a report on."
[OTH],Aawwww!
[OTH],"Now, this'll be a group project, so I'm going to place you all into groups of five. Let's see, uh. Wendy, Bebe, Clyde, Pip, and Tolkien, you'll be Group 1, and Group 2 will be Stan, Kyle, Eric, Kenny, a-and, and Tweek."
[OTH],AAAghah heheh.
[OTH],"Oh, not Tweek."
[OTH],We don't wanna be in a group with Tweek.
[OTH],There's nothing wrong with Tweek. I bet he'll do a great job in your group.
[OTH],"I can't take that kind of pressure. No, Sweet Jesus, ple-hehease!"
[OTH],"Dude, we can't work with this kid."
[OTH],Yuh-ugh!
[OTH],"That's what Chad Everett thought when the new female intern joined the cast of Medical Center. He thought, ""Who is this woman with her gazungas and high heels? What does she know about medicine?"" Well, that intern soon saved Chad Everett's brother with a kidney transplant. So, you see?"
[OTH],No.
[OTH],"Well, let me put it another way. You have to give your oral report to the entire South Park Town Committee tomorrow. And if it doesn't kick ass, and you make me look bad, Mr. Hat is gonna smack you bitches up!"
[OTH],Wagh!
[OTH],"Hello there, customer."
[OTH],Hello. How are you today?
[OTH],"Great. What can I get for you? Large coffee, small coffee?"
[OTH],I'm actually interested in something else. I'm John Postum from the Harbucks Coffee Corporation...
[OTH],"Oh, you're that corporate guy who's been calling."
[OTH],That's right. How come you don't call me back? All we wanna do is buy out your coffee shop here.
[OTH],"Oh, forget it, my store is not for sale."
[OTH],"My company's prepared to make you a veerry generous offer. This is a Cramsonite briefcase. All leather, it has four compartments and a keyless lock. Interested?"
[OTH],"Uh, I don't think so. My coffee shop is worth a lot to me."
[OTH],"Well, all right. How about $500,000?"
[OTH],"The answer is still no, Mr. Postum. You see, when my father opened this store 30 years ago, he cared about only one thing: making a great cup of coffee. Sure, we may take a little longer to brew a cup, and we may not call it fancy names, but I guess we just care a little more. And that's why Tweek Coffee is still home-brewed from the finest beans we can muster. Yes, Tweek Coffee is a simpler cup, for a simpler America."
[OTH],"Well, that's too bad. We're just gonna have to open our Harbucks right next door to you."
[OTH],But that could put me out of business.
[OTH],"Hey, this is a capitalist country, pal! Get used to it!"
[OTH],"Hello, Mr. Tweek."
[OTH],"Hi, Officer Barbrady."
[OTH],Who was that?
[OTH],"Oh, just some dong. What can I get for you."
[OTH],The usual.
[OTH],Bye-bye.
[OTH],"Okay, we have to do this stupid report, so--"
[OTH],"AAAaaagh. Ugh, ugh, huh, aarrrnnn. Aaarrrhaharn."
[OTH],"Sooo, let's figure out what to do it about."
Cartman,"How about we do it on that Raymond guy on TV, you know, Everybody Loves Raymond."
[OTH],"No, Cartman, we can't do it on Raymond again! It has to be on a current event in South Park. Tweek, do you have any ideas?"
[OTH],"Uuurrnnn, too much pressure!"
[OTH],"Great. A lot of help you are, kid."
[OTH],The gnomes!
[OTH],What?
[OTH],We can do our report on the gnomes.
[OTH],What gnomes?
[OTH],"The underpants gnomes. The little guys that, that come into your room late, late at night and steal your underpants."
Cartman,"Oh, so that's where all my underpants go."
[OTH],"Dude, that's the dumbest thing I've ever heard."
[OTH],"Yeah, I've never seen any underpants gnomes."
[OTH],"They come out at 3:30 in the morning. Most people aren't up then, but I am. I can't sleep. Ever."
[OTH],"Dude, we can't do a presentation on underpants gnomes. Mr. Garrison will fail us because you're making it up."
[OTH],No!! Sleep at my house tonight; I'll prove it to you.
[OTH],"They want me to sell the store, and it's so much money."
[OTH],Some things are more important than money. The people of South Park count on you to give them that first cup of coffee every day.
[OTH],"I know, but if they open a Harbucks right next door, we might go out of business. They really have my balls in a vice grip."
[OTH],"Oh, hello, son. How was your day?"
[OTH],UUuuUunh!
[OTH],That's good. Who are your little friends?
[OTH],What do you mean?!
[OTH],We're his oral report buddies.
[OTH],"Yeah, we have to stay up all night to write it."
[OTH],"Well, have some coffee boys. I'll brew up another pot for later."
[OTH],Coffee? I don't think I like coffee.
[OTH],"Hoh, you'll like this coffee. It's fresh."
[OTH],"Country fresh, like the morning after a rainstorm."
[OTH],'Kay. Maybe it'll help us figure out what to do our report on. We have to present it to the entire South Park town committee tomorrow.
[OTH],Oh. I've got one for you. How about doing a report on how large corporations take over little family-owned businesses?
[OTH],Richard!
[OTH],"No, I'm- serious, hon. These boys should learn how the corporate machine is ruining America. You see, I own a coffee shop and now a great, big, multi-million dollar company is going to move in and try to take all my business, which means I may have to shut down and sell my son Tweek into slavery."
[OTH],Mwaaah! Slavery?
[OTH],"Yes, slavery."
[OTH],"Wow, that sucks, dude."
[OTH],They really have my balls in a salad shooter.
[OTH],We're already doing a paper on Tweek's underpants gnomes.
[OTH],Yeah.
[OTH],"Now, Tweek, how many times do we have to tell you? Your underpants are missing because you lose them, not because of underpants gnomes."
[OTH],Uunnnnhh!
[OTH],"Come on, you guys! We better get to work!"
[OTH],"Wuh-okay, but corporate takeovers is a much more fertile subject."
[OTH],"Honestly, Richard. I don't see why you have to preach to some eight-year olds."
[OTH],"Actually, honey, I think those little tykes are just what we need. I've got an idea."
[OTH],"Man, this stuff is strong."
[OTH],Kind of bitter.
[OTH],What if my parents go out of business? Uh what'll I do?
[OTH],Don't worry about it.
[OTH],But we'll starve and die like dogs.
Cartman,"Tweek, Tweek, you can always go on welfare. Look at Kenny's family: they're perfectly happy being poor and on welfare. Right, Kenny?"
[OTH],(Fuck you!)
Cartman,"Heheh, you suck, Kenny."
[OTH],"Well, let's just try to finish all this coffee, so we can stay up."
[OTH],Aooooo!
[OTH],Woohoo!
[OTH],(Let me try! Let me try!)
[OTH],"Yeess, this stuff rocks!"
[OTH],"Totally, dudes! I feel awesome!"
[OTH],Whoopee!
Cartman,"You guys! You guys! Seriously! I'm a sorcerer! Zhyagah, zhyah, zhyagot that."
[OTH],"Hey, Tweek, you got anymore of this stuff?"
[OTH],I just have grounds.
[OTH],Killer!!
Cartman,"Ey, let me have some grounds."
[OTH],"Gross, Cartman. Whoopee!"
[OTH],"Hogh, my stomach hurts."
[OTH],"Yeah, mine too. I wonder why."
[OTH],"Well, it's 3:30; I don't see any god-damned underpants gnomes, Tweek."
[OTH],"Urgh. Uh maybe, maybe it was all in my head. Maybe I'm going insane! Oh no I'm going insane!"
[OTH],"Well, this is just great! We haven't gotten anything done, and we're totally screwed!"
[OTH],"How's the report going, boys?"
[OTH],Bad!
[OTH],"Oh, do you need some more coffee?"
[OTH],Eugh.
Cartman,No...more...coffee. Blech.
[OTH],"Well, boys, uh. I don't mean to pry, but, if you want it, I wrote your report for you."
[OTH],You did?!
[OTH],"Yes, it's all about corporate takeovers. Of course, you don't have to use it."
[OTH],"No, we'll use it."
[OTH],"Alright. And it can be our little secret about who wrote it, right?"
[OTH],Sure.
[OTH],"Now, when you give the report, just make sure that you read this part first, okay?"
[OTH],There they are!
[OTH],"And when you come up to do it a second time, really, really clear it up, I mean, um, really, really play the sympathy angle. They'll like that. They'll be calling you, and you'll get a passing grade for it."
[OTH],"You guys, look! Look! You're missing it!"
[OTH],Arrgghh! They took them again!
[OTH],"Thanks, dude."
[OTH],"My pleasure. G'night, boys."
[OTH],"Wow, Tweek, your dad rocks!"
[OTH],Why do they torture me like this?! Why can't they leave me alone?!
[OTH],"Damnit! What the hell is wrong with you, Tweek?!"
[OTH],They took my underpants again! Soon they'll want my blood! Blood! Euuggh!
[OTH],"""And as the voluminous corporate automaton bulldozes its way through bantam America..."
Cartman,"What will become of the endeavoring American family?"""
[OTH],"I don't think they wrote this, Mr. Hat."
[OTH],Perhaps there is no stopping the corporate machine.
[OTH],Uurrgh!
[OTH],"And that's our report, I guess."
[OTH],"Well, boys, it's obvious you didn't even--"
[OTH],Great job!
[OTH],"Yes, great job."
[OTH],"Boys, you have really opened our eyes. We didn't even know this was happening."
Cartman,Neither did we.
[OTH],"Well, Mr. Garrison, it looks like we were wrong about you. You really are teaching these kids something."
[OTH],"Yeah, well, I don't want to sound like a dickhole, but I told you so."
